date,house_price,rent_index,gdp_real,unemployment,long_rate,population,inflation_yoy,pop_growth_yoy,price_ret,rent_ret,price_ret_lag_1,rent_ret_lag_1,price_ret_lag_2,rent_ret_lag_2,price_ret_lag_4,rent_ret_lag_4,price_roll_mean_4,price_roll_vol_4,price_momentum_4q,price_to_rent,price_to_rent_chg,gdp_growth,unemp_chg,long_rate_chg,real_rate,q_sin,q_cos,target_price_price_next,target_price_return_next,target_price_direction,target_rent_price_next,target_rent_return_next,target_rent_direction
2012-04-01,89.1,95.89999999999999,740362.6,5.1,1.42,80480768.5,2.073813708260097,0.20927638424477202,0.012499999999999956,0.0024390243902436826,0.008018327605956443,0.003145753233135151,0.006920415224913379,0.002804065895548602,0.011614401858304202,0.0031746031746031633,0.005711580081999901,0.007280967902555535,0.02296211251435132,0.9290928050052137,0.010036496350364965,0.0010734634929792097,0.0,-0.41333333333333333,-0.6538137082600972,1.2246467991473532e-16,-1.0,90.4,0.014590347923681302,1,96.2,0.0031282586027112647,1
2012-07-01,90.4,96.2,741871.1,5.033333333333333,1.3566666666666667,80535714.0,2.135106755337768,0.23062858813538423,0.014590347923681302,0.0031282586027112647,0.012499999999999956,0.0024390243902436826,0.008018327605956443,0.003145753233135151,-0.004592422502870175,0.0031645569620253333,0.01050727268863777,0.0036378958937896117,0.04267589388696669,0.9397089397089398,0.011426344759678075,0.002037515131099177,-0.06666666666666643,-0.06333333333333324,-0.7784400886711011,-1.0,-1.8369701987210297e-16,91.6,0.01327433628318575,1,96.43333333333334,0.002425502425502435,1
2012-10-01,91.6,96.43333333333334,739648.1,5.0,1.37,80590659.5,2.0216103171836863,0.2519607594222206,0.01327433628318575,0.002425502425502435,0.014590347923681302,0.0031282586027112647,0.012499999999999956,0.0024390243902436826,0.006920415224913379,0.002804065895548602,0.012095752953205863,0.002851951137359714,0.049255441008018375,0.9498790183200828,0.010822583654778395,-0.0029964774204036537,-0.033333333333333215,0.01333333333333342,-0.6516103171836862,-2.4492935982947064e-16,1.0,91.3,-0.0032751091703056012,0,96.8,0.0038022813688212143,1
2013-01-01,91.3,96.8,735558.8,5.066666666666666,1.4666666666666668,80645605.0,1.8332756831546115,0.2732729262838962,-0.0032751091703056012,0.0038022813688212143,0.01327433628318575,0.002425502425502435,0.014590347923681302,0.0031282586027112647,0.008018327605956443,0.003145753233135151,0.009272393759140352,0.008409388647466442,0.03749999999999987,0.9431818181818182,-0.007050582241630021,-0.00552871020692125,0.06666666666666643,0.09666666666666668,-0.36660901648794475,1.0,6.123233995736766e-17,93.1,0.019715224534501585,1,97.10000000000001,0.0030991735537191367,1
2013-04-01,93.1,97.10000000000001,744134.0,4.966666666666667,1.3399999999999999,80729828.75,1.5495867768595017,0.3094655464180862,0.019715224534501585,0.0030991735537191367,-0.0032751091703056012,0.0038022813688212143,0.01327433628318575,0.002425502425502435,0.012499999999999956,0.0024390243902436826,0.011076199892765759,0.009962828556830462,0.04489337822671158,0.9588053553038104,0.016564714057051955,0.011658075465890594,-0.09999999999999964,-0.12666666666666693,-0.2095867768595019,1.2246467991473532e-16,-1.0,92.9,-0.002148227712137407,0,97.46666666666665,0.003776175763817058,1
2013-07-01,92.9,97.46666666666665,747945.2,4.9,1.7266666666666666,80814052.5,1.6792323509253082,0.34560878171390197,-0.002148227712137407,0.003776175763817058,0.019715224534501585,0.0030991735537191367,-0.0032751091703056012,0.0038022813688212143,0.014590347923681302,0.0031282586027112647,0.006891555983811082,0.011405629152214285,0.02765486725663724,0.9531463748290016,-0.005902116048377426,0.005121658195970102,-0.06666666666666643,0.3866666666666667,0.04743431574135837,-1.0,-1.8369701987210297e-16,93.0,0.0010764262648008671,1,97.76666666666667,0.0030779753761971396,1
2013-10-01,93.0,97.76666666666667,749056.8,4.8,1.7466666666666668,80898276.25,1.3665869490946392,0.38170273318087755,0.0010764262648008671,0.0030779753761971396,-0.002148227712137407,0.003776175763817058,0.019715224534501585,0.0030991735537191367,0.01327433628318575,0.002425502425502435,0.003842078479214861,0.010741566089545136,0.015283842794759916,0.9512444595976816,-0.001995407296871088,0.0014862051390931441,-0.10000000000000053,0.02000000000000024,0.38007971757202763,-2.4492935982947064e-16,1.0,93.8,0.008602150537634357,1,98.26666666666667,0.005114217524718745,1
2014-01-01,93.8,98.26666666666667,756877.4,4.8,1.61,80982500.0,0.9510869565217517,0.41774750155325613,0.008602150537634357,0.005114217524718745,0.0010764262648008671,0.0030779753761971396,-0.002148227712137407,0.003776175763817058,-0.0032751091703056012,0.0038022813688212143,0.0068113934061998505,0.009710481065813953,0.027382256297918905,0.9545454545454545,0.003470185728250197,0.010440596761153387,0.0,-0.13666666666666671,0.6589130434782484,1.0,6.123233995736766e-17,95.7,0.02025586353944564,1,98.66666666666667,0.004070556309362372,1
2014-04-01,95.7,98.66666666666667,756718.6,4.733333333333333,1.3499999999999999,81158527.75,0.9155645981688831,0.5310292448750031,0.02025586353944564,0.004070556309362372,0.008602150537634357,0.005114217524718745,0.0010764262648008671,0.0030779753761971396,0.019715224534501585,0.0030991735537191367,0.006946553157435864,0.00995074828561796,0.027926960257787403,0.9699324324324324,0.01611969111969125,-0.00020980940902715073,-0.06666666666666643,-0.26000000000000023,0.43443540183111673,1.2246467991473532e-16,-1.0,96.2,0.0052246603970742544,1,98.96666666666665,0.0030405405405402597,1
2014-07-01,96.2,98.96666666666665,760926.6,4.7,0.9933333333333333,81334555.5,0.7751937984495916,0.6440748655687001,0.0052246603970742544,0.0030405405405402597,0.02025586353944564,0.004070556309362372,0.008602150537634357,0.005114217524718745,-0.002148227712137407,0.003776175763817058,0.00878977518473878,0.008240391984529163,0.03552206673842839,0.9720444594139442,0.0021774990822971407,0.005560851814663925,-0.033333333333333215,-0.3566666666666666,0.21813953488374171,-1.0,-1.8369701987210297e-16,96.2,0.0,0,99.3,0.003368137420006745,1
2014-10-01,96.2,99.3,766722.4,4.633333333333333,0.7000000000000001,81510583.25,0.43815301651499716,0.7568851011210409,0.0,0.003368137420006745,0.0052246603970742544,0.0030405405405402597,0.02025586353944564,0.004070556309362372,0.0010764262648008671,0.0030779753761971396,0.008520668618538563,0.008586557382283299,0.03440860215053765,0.9687814702920443,-0.0033568311513932914,0.007616766190063684,-0.06666666666666732,-0.2933333333333332,0.2618469834850029,-2.4492935982947064e-16,1.0,97.8,0.016632016632016633,1,99.60000000000001,0.0030211480362538623,1
2015-01-01,97.8,99.60000000000001,765055.5,4.5,0.3066666666666667,81686611.0,-0.13458950201883368,0.8694606859506626,0.016632016632016633,0.0030211480362538623,0.0,0.003368137420006745,0.0052246603970742544,0.0030405405405402597,0.008602150537634357,0.005114217524718745,0.010528135142134132,0.009501833909951614,0.04264392324093813,0.9819277108433734,0.01356987200360682,-0.0021740593466422764,-0.13333333333333286,-0.39333333333333337,0.4412561686855004,1.0,6.123233995736766e-17,99.9,0.021472392638036908,1,99.89999999999999,0.0030120481927708997,1
2015-04-01,99.9,99.89999999999999,769025.2,4.4,0.49000000000000005,81852125.5,1.2432795698924748,0.8546209119718817,0.021472392638036908,0.0030120481927708997,0.016632016632016633,0.0030211480362538623,0.0,0.003368137420006745,0.02025586353944564,0.004070556309362372,0.010832267416781949,0.009926943631010043,0.043887147335423204,1.0000000000000002,0.01840490797546046,0.005188773886338982,-0.09999999999999964,0.18333333333333335,-0.7532795698924748,1.2246467991473532e-16,-1.0,100.4,0.005005005005005003,1,100.13333333333333,0.0023356690023357274,1
2015-07-01,100.4,100.13333333333333,773153.8,4.3,0.6566666666666666,82017640.0,1.070234113712365,0.83984537174977,0.005005005005005003,0.0023356690023357274,0.021472392638036908,0.0030120481927708997,0.016632016632016633,0.0030211480362538623,0.0052246603970742544,0.0030405405405402597,0.010777353568764636,0.009968823035931737,0.043659043659043606,1.0026631158455395,0.0026631158455392434,0.005368614708594954,-0.10000000000000053,0.16666666666666657,-0.41356744704569837,-1.0,-1.8369701987210297e-16,101.8,0.013944223107569709,1,100.36666666666667,0.0023302263648470323,1
